HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458982.38397,2020-05-12.8790391,bo,1.46,99.990,99.990,99.990,99.990,99.990,g
2458986.67742,2020-05-17.1723145,bo,1.49,16.110,13.171,0.016,19.565,0.275,g
2458986.67864,2020-05-17.1735373,bo,1.48,15.974,13.106,0.017,20.786,0.311,g
2458986.67989,2020-05-17.1747885,bo,1.47,16.075,13.103,0.015,20.845,0.281,g
2458991.32347,2020-05-21.8182072,bo,1.46,16.083,13.207,0.016,18.936,0.283,g
2458991.32470,2020-05-21.8194421,bo,1.53,16.097,13.170,0.016,19.575,0.282,g
2458991.32593,2020-05-21.8206673,bo,1.44,99.990,99.990,99.990,99.990,99.990,g
2458991.54990,2020-05-22.0446282,bo,1.49,99.990,99.990,99.990,99.990,99.990,g
2458992.31925,2020-05-22.8139569,bo,1.50,16.085,13.222,0.017,18.680,0.280,g
2458992.32048,2020-05-22.8151869,bo,1.45,16.144,13.237,0.016,18.418,0.263,g
2458992.32171,2020-05-22.8164156,bo,1.49,16.109,13.258,0.017,18.071,0.274,g
2458992.51258,2020-05-23.0072797,bo,1.55,16.194,13.241,0.014,18.341,0.250,g
2458992.51391,2020-05-23.0086141,bo,1.54,99.990,99.990,99.990,99.990,99.990,g
2458992.51520,2020-05-23.0098965,bo,1.55,16.144,13.255,0.016,18.110,0.264,g
2458994.31543,2020-05-24.8100803,bo,1.41,15.868,13.189,0.018,19.259,0.332,g
2458994.31673,2020-05-24.8113828,bo,1.48,15.916,13.203,0.018,19.008,0.317,g
2458994.31798,2020-05-24.8126307,bo,1.44,15.793,13.212,0.021,18.845,0.364,g
2459001.31287,2020-05-31.8073767,bo,1.51,15.985,13.172,0.017,19.557,0.305,g
2459001.31409,2020-05-31.8085972,bo,1.47,15.982,13.174,0.017,19.522,0.307,g
2459001.31534,2020-05-31.8098401,bo,1.49,16.025,13.154,0.016,19.884,0.287,g
2459009.25792,2020-06-08.7523476,bo,1.49,16.059,13.081,0.015,21.272,0.291,g
2459009.25914,2020-06-08.7535695,bo,1.52,15.994,13.108,0.016,20.736,0.307,g
2459009.26036,2020-06-08.7547862,bo,1.46,16.030,13.098,0.016,20.936,0.294,g
2459016.26478,2020-06-15.7592292,bo,1.42,99.990,99.990,99.990,99.990,99.990,g
2459016.26600,2020-06-15.7604524,bo,1.39,99.990,99.990,99.990,99.990,99.990,g
2459016.26720,2020-06-15.7616568,bo,1.43,99.990,99.990,99.990,99.990,99.990,g
2459017.23982,2020-06-16.7342754,bo,1.54,99.990,99.990,99.990,99.990,99.990,g
2459017.24104,2020-06-16.7354888,bo,1.51,99.990,99.990,99.990,99.990,99.990,g
2459017.24225,2020-06-16.7367072,bo,1.60,99.990,99.990,99.990,99.990,99.990,g
2459019.35812,2020-06-18.8525974,bo,1.45,16.144,13.211,0.015,18.861,0.260,g
2459019.35935,2020-06-18.8538218,bo,1.52,16.131,13.227,0.016,18.584,0.265,g
2459019.36059,2020-06-18.8550604,bo,1.51,16.160,13.185,0.015,19.328,0.265,g
2459024.23345,2020-06-23.7280053,bo,1.43,16.111,13.200,0.016,19.041,0.276,g
2459024.23468,2020-06-23.7292354,bo,1.42,16.142,13.215,0.016,18.785,0.266,g
2459024.23597,2020-06-23.7305344,bo,1.51,16.107,13.226,0.016,18.603,0.275,g
2459032.24961,2020-07-01.7443788,bo,1.53,15.691,13.110,0.021,20.689,0.399,g
2459032.25083,2020-07-01.7455954,bo,1.50,15.710,13.099,0.021,20.919,0.393,g
2459032.25205,2020-07-01.7468113,bo,1.53,15.719,13.155,0.022,19.861,0.387,g
2459036.45969,2020-07-05.9546099,bo,1.49,15.632,13.243,0.025,18.313,0.415,g
2459036.46102,2020-07-05.9559335,bo,1.54,15.609,13.253,0.025,18.154,0.422,g
2459036.46255,2020-07-05.9574730,bo,1.46,15.701,13.273,0.024,17.815,0.389,g
2459046.51788,2020-07-16.0132548,bo,1.45,16.111,13.216,0.016,18.768,0.274,g
2459046.51911,2020-07-16.0144837,bo,1.49,16.127,13.227,0.016,18.577,0.270,g
2459046.52033,2020-07-16.0156987,bo,1.47,16.065,13.179,0.016,19.441,0.283,g
2459049.41195,2020-07-18.9074723,bo,1.54,16.192,13.206,0.015,18.955,0.259,g
2459049.41317,2020-07-18.9086921,bo,1.45,16.174,13.150,0.014,19.945,0.263,g
2459049.41439,2020-07-18.9099152,bo,1.49,16.104,13.182,0.016,19.368,0.273,g
2459051.50093,2020-07-20.9965744,bo,1.48,16.034,13.139,0.016,20.139,0.293,g
2459051.50217,2020-07-20.9978194,bo,1.58,16.087,13.106,0.014,20.777,0.276,g
2459051.50350,2020-07-20.9991408,bo,1.55,16.083,13.190,0.016,19.245,0.281,g
2459054.39071,2020-07-23.8865328,bo,1.51,16.110,13.152,0.015,19.906,0.272,g
2459054.39192,2020-07-23.8877453,bo,1.50,16.160,13.142,0.015,20.102,0.265,g
2459054.39315,2020-07-23.8889673,bo,1.51,16.075,13.108,0.015,20.739,0.286,g
2459059.26190,2020-07-28.7580405,bo,1.54,15.915,13.234,0.019,18.472,0.323,g
2459059.26314,2020-07-28.7592797,bo,1.45,16.006,13.290,0.019,17.550,0.297,g
2459059.26440,2020-07-28.7605462,bo,1.52,15.949,13.275,0.020,17.789,0.315,g
2459060.39127,2020-07-29.8874862,bo,1.48,15.916,13.318,0.020,17.097,0.320,g
2459060.39248,2020-07-29.8886952,bo,1.47,15.886,13.220,0.020,18.700,0.331,g
2459060.39370,2020-07-29.8899126,bo,1.55,15.919,13.290,0.020,17.540,0.321,g
2459063.31067,2020-08-01.8070927,bo,1.51,15.688,13.267,0.025,17.919,0.395,g
2459063.31189,2020-08-01.8083085,bo,1.56,15.642,13.228,0.025,18.572,0.411,g
2459063.31310,2020-08-01.8095255,bo,1.48,15.707,13.215,0.023,18.791,0.388,g
2459068.47009,2020-08-06.9668920,bo,1.42,15.812,13.197,0.020,19.112,0.352,g
2459068.47132,2020-08-06.9681210,bo,1.50,15.935,13.237,0.019,18.417,0.321,g
2459068.47253,2020-08-06.9693336,bo,1.49,15.727,13.181,0.021,19.389,0.376,g
2459072.46161,2020-08-10.9587255,bo,2.16,15.964,13.182,0.017,19.367,0.307,g
2459072.46285,2020-08-10.9599651,bo,2.14,16.057,13.203,0.016,19.007,0.282,g
2459072.46411,2020-08-10.9612273,bo,2.17,15.996,13.177,0.017,19.454,0.299,g
2459081.43768,2020-08-19.9355471,bo,1.52,16.096,13.290,0.017,17.535,0.276,g
2459081.43890,2020-08-19.9367656,bo,1.53,16.119,13.240,0.016,18.353,0.269,g
2459081.44012,2020-08-19.9379842,bo,1.53,16.036,13.200,0.017,19.063,0.293,g
2459084.30543,2020-08-22.8035414,bo,1.45,16.162,13.241,0.016,18.344,0.258,g
2459084.30681,2020-08-22.8049202,bo,1.45,16.166,13.273,0.016,17.815,0.262,g
2459084.30805,2020-08-22.8061700,bo,1.50,16.091,13.230,0.016,18.521,0.272,g
2459096.28765,2020-09-03.7868599,bo,1.42,15.918,13.159,0.017,19.787,0.319,g
2459096.28900,2020-09-03.7882057,bo,1.49,15.908,13.143,0.018,20.081,0.328,g
2459096.29028,2020-09-03.7894932,bo,1.44,15.922,13.156,0.017,19.831,0.319,g
2459102.37154,2020-09-09.8713178,bo,1.39,15.997,13.150,0.016,19.969,0.299,g
2459102.37277,2020-09-09.8725381,bo,1.46,15.995,13.171,0.017,19.584,0.303,g
2459102.37399,2020-09-09.8737667,bo,1.39,16.015,13.217,0.017,18.761,0.293,g
2459103.27502,2020-09-10.7748751,bo,1.97,16.018,13.177,0.017,19.458,0.295,g
2459103.27623,2020-09-10.7760913,bo,2.01,16.030,13.249,0.017,18.219,0.286,g
2459103.27746,2020-09-10.7773133,bo,2.04,16.043,13.221,0.016,18.689,0.285,g
2459109.31978,2020-09-16.8202028,bo,1.57,16.106,13.204,0.016,18.985,0.273,g
2459109.32099,2020-09-16.8214179,bo,1.50,16.093,13.237,0.017,18.423,0.276,g
2459109.32221,2020-09-16.8226267,bo,1.56,16.066,13.215,0.017,18.791,0.282,g
2459115.23084,2020-09-22.7318134,bo,2.13,16.024,13.274,0.018,17.803,0.297,g
2459115.23206,2020-09-22.7330329,bo,2.15,15.999,13.214,0.017,18.815,0.297,g
2459115.23328,2020-09-22.7342498,bo,2.11,15.964,13.239,0.018,18.374,0.307,g
2459122.29838,2020-09-29.8000005,bo,1.48,15.723,13.111,0.020,20.685,0.383,g
2459122.29960,2020-09-29.8012246,bo,1.45,15.607,13.108,0.023,20.755,0.428,g
2459122.30082,2020-09-29.8024396,bo,1.38,15.763,13.169,0.021,19.597,0.372,g
2459127.28784,2020-10-04.7899091,bo,1.41,16.047,13.315,0.019,17.134,0.286,g
2459127.28906,2020-10-04.7911181,bo,1.43,16.026,13.242,0.018,18.327,0.293,g
2459127.29028,2020-10-04.7923351,bo,1.42,16.028,13.409,0.021,15.706,0.290,g
2459133.28159,2020-10-10.7841690,bo,2.05,99.990,99.990,99.990,99.990,99.990,g
2459133.28285,2020-10-10.7854155,bo,2.05,99.990,99.990,99.990,99.990,99.990,g
2459133.28406,2020-10-10.7866372,bo,2.12,99.990,99.990,99.990,99.990,99.990,g
2459138.27516,2020-10-15.7781303,bo,1.47,16.033,13.180,0.016,19.409,0.288,g
2459138.27638,2020-10-15.7793482,bo,1.53,15.973,13.258,0.019,18.075,0.305,g
2459138.27759,2020-10-15.7805585,bo,1.56,16.015,13.258,0.018,18.066,0.299,g
2459144.24837,2020-10-21.7517944,bo,1.99,15.815,13.170,0.020,19.575,0.358,g
2459144.24959,2020-10-21.7530163,bo,2.00,15.865,13.225,0.020,18.622,0.340,g
2459144.25081,2020-10-21.7542298,bo,2.00,15.797,13.154,0.019,19.887,0.357,g
2459146.25300,2020-10-23.7565745,bo,1.48,15.047,12.813,0.029,27.230,0.719,g
2459146.25422,2020-10-23.7577930,bo,1.43,15.270,13.049,0.029,21.902,0.580,g
2459146.25545,2020-10-23.7590199,bo,1.44,15.278,14.625,0.120,5.129,0.563,g
2459148.49073,2020-10-25.9944591,bG,1.99,15.325,13.116,0.029,20.592,0.547,g
2459148.49203,2020-10-25.9957575,bG,1.95,15.306,13.226,0.033,18.616,0.556,g
2459148.49333,2020-10-25.9970554,bG,1.49,15.488,13.250,0.028,18.191,0.470,g
2459149.24576,2020-10-26.7495412,bo,1.99,15.659,13.217,0.024,18.772,0.411,g
2459232.87075,2021-01-18.3749920,bk,1.99,15.111,13.139,0.036,20.175,0.659,g
2459233.87027,2021-01-19.3744363,bk,1.48,15.451,13.101,0.025,20.888,0.482,g
2459233.87149,2021-01-19.3756564,bk,1.97,15.288,13.136,0.030,20.204,0.562,g
2459235.86977,2021-01-21.3738177,bk,1.47,15.643,13.141,0.022,20.127,0.409,g
2459235.87101,2021-01-21.3750606,bk,1.48,15.465,13.151,0.026,19.927,0.480,g
2459235.87224,2021-01-21.3762883,bk,1.54,15.361,13.158,0.029,19.807,0.527,g
2459237.86193,2021-01-23.3658493,bG,1.49,15.898,13.221,0.020,18.686,0.327,g
2459237.86323,2021-01-23.3671447,bG,1.47,15.808,13.209,0.021,18.902,0.357,g
2459237.86453,2021-01-23.3684412,bG,1.47,15.819,13.215,0.020,18.795,0.349,g
2459238.85755,2021-01-24.3614106,bG,1.53,15.964,13.263,0.019,17.984,0.310,g
2459238.85885,2021-01-24.3627054,bG,1.48,15.939,13.225,0.019,18.618,0.319,g
2459238.86015,2021-01-24.3640067,bG,1.46,15.887,13.223,0.020,18.653,0.337,g
2459240.86815,2021-01-26.3718722,bk,2.16,15.849,13.324,0.022,17.007,0.344,g
2459240.86939,2021-01-26.3731059,bk,2.16,15.790,13.326,0.023,16.968,0.354,g
2459240.87063,2021-01-26.3743454,bk,2.15,15.806,13.322,0.022,17.040,0.352,g
2459245.62028,2021-01-31.1236658,bo,1.53,15.464,13.236,0.029,18.438,0.484,g
2459245.62151,2021-01-31.1248959,bo,1.56,15.386,13.225,0.030,18.635,0.515,g
2459245.62275,2021-01-31.1261293,bo,2.03,15.287,13.244,0.033,18.299,0.563,g
2459247.88398,2021-02-02.3871784,bk,1.55,15.388,13.211,0.030,18.857,0.513,g
2459249.58437,2021-02-04.0874427,bo,1.45,15.929,13.178,0.018,19.455,0.323,g
2459249.58560,2021-02-04.0886682,bo,1.43,15.883,13.247,0.020,18.236,0.334,g
2459249.58683,2021-02-04.0898984,bo,1.44,15.917,13.236,0.019,18.442,0.321,g
2459251.86790,2021-02-06.3707910,bG,1.50,16.007,13.200,0.017,19.056,0.302,g
2459251.86920,2021-02-06.3720908,bG,1.47,15.909,13.219,0.019,18.718,0.329,g
2459251.87050,2021-02-06.3733857,bG,1.51,15.895,13.212,0.019,18.847,0.335,g
2459253.57445,2021-02-08.0772040,bo,1.45,15.993,13.208,0.018,18.914,0.302,g
2459253.57570,2021-02-08.0784484,bo,1.50,16.001,13.252,0.018,18.161,0.301,g
2459253.57694,2021-02-08.0796843,bo,1.48,15.956,13.154,0.017,19.872,0.309,g
2459253.81892,2021-02-08.3216560,bG,1.51,15.979,13.142,0.017,20.103,0.311,g
2459253.82022,2021-02-08.3229517,bG,1.44,15.958,13.123,0.017,20.463,0.314,g
2459253.82151,2021-02-08.3242410,bG,1.41,15.960,13.145,0.017,20.043,0.320,g
2459254.85446,2021-02-09.3570995,bG,1.52,15.980,13.124,0.017,20.427,0.313,g
2459254.85575,2021-02-09.3583922,bG,1.52,15.976,13.155,0.017,19.869,0.316,g
2459254.85705,2021-02-09.3596896,bG,1.41,15.948,13.128,0.017,20.362,0.320,g
2459255.86190,2021-02-10.3644553,bG,1.47,16.034,13.123,0.016,20.458,0.300,g
2459255.86321,2021-02-10.3657703,bG,1.44,15.988,13.102,0.016,20.860,0.303,g
2459255.86454,2021-02-10.3671002,bG,1.46,15.919,13.131,0.018,20.317,0.333,g
2459256.61037,2021-02-11.1128675,bo,1.49,14.956,13.123,0.040,20.461,0.762,g
2459256.61160,2021-02-11.1141031,bo,1.51,14.675,13.098,0.052,20.924,0.994,g
2459256.61286,2021-02-11.1153622,bo,1.45,15.213,13.126,0.033,20.413,0.615,g
2459258.60058,2021-02-13.1029120,bo,1.47,15.865,13.162,0.019,19.733,0.350,g
2459258.60182,2021-02-13.1041432,bo,1.41,15.862,13.131,0.019,20.317,0.345,g
2459258.60304,2021-02-13.1053710,bo,1.44,15.480,13.190,0.028,19.240,0.487,g
2459258.81743,2021-02-13.3197506,bk,1.45,15.975,13.141,0.016,20.123,0.300,g
2459258.81867,2021-02-13.3209910,bk,1.44,16.062,13.154,0.015,19.880,0.280,g
2459258.81989,2021-02-13.3222096,bk,1.43,16.056,13.148,0.016,19.996,0.286,g
2459260.80589,2021-02-15.3080271,bG,1.43,15.959,13.246,0.019,18.262,0.315,g
2459260.80718,2021-02-15.3093173,bG,1.48,15.940,13.229,0.018,18.549,0.312,g
2459260.80847,2021-02-15.3106012,bG,1.45,15.958,13.278,0.019,17.723,0.312,g
2459262.80185,2021-02-17.3038134,bG,1.42,15.998,13.310,0.019,17.206,0.297,g
2459262.80315,2021-02-17.3051053,bG,1.44,15.976,13.292,0.019,17.514,0.306,g
2459262.80445,2021-02-17.3064143,bG,1.45,16.018,13.302,0.019,17.342,0.298,g
2459263.80231,2021-02-18.3041903,bk,1.44,16.028,13.290,0.018,17.548,0.288,g
2459263.80355,2021-02-18.3054216,bk,1.51,16.067,13.338,0.018,16.782,0.279,g
2459263.80478,2021-02-18.3066586,bk,1.46,16.031,13.310,0.018,17.221,0.288,g
2459264.80985,2021-02-19.3116305,bG,1.41,16.051,13.290,0.018,17.536,0.287,g
2459264.81113,2021-02-19.3129140,bG,1.50,16.035,13.277,0.018,17.760,0.293,g
2459264.81244,2021-02-19.3142163,bG,1.47,15.985,13.289,0.018,17.562,0.300,g
2459265.85488,2021-02-20.3565689,bG,1.43,16.011,13.248,0.018,18.225,0.297,g
2459265.85619,2021-02-20.3578710,bG,1.47,16.045,13.227,0.017,18.579,0.286,g
2459265.85748,2021-02-20.3591693,bG,1.43,16.031,13.259,0.018,18.044,0.293,g
2459266.57751,2021-02-21.0791381,bo,1.46,16.085,13.217,0.017,18.762,0.282,g
2459266.57874,2021-02-21.0803670,bo,1.47,16.026,13.271,0.017,17.841,0.288,g
2459266.57997,2021-02-21.0815958,bo,1.42,16.144,13.274,0.017,17.786,0.263,g
2459266.89580,2021-02-21.3973925,bk,1.40,15.853,13.189,0.019,19.244,0.334,g
2459266.89702,2021-02-21.3986074,bk,1.42,15.891,13.259,0.019,18.046,0.325,g
2459266.89824,2021-02-21.3998270,bk,1.43,15.734,13.269,0.024,17.885,0.378,g
2459267.54392,2021-02-22.0454496,bo,1.59,16.074,13.197,0.016,19.118,0.280,g
2459267.54514,2021-02-22.0466706,bo,1.56,16.000,13.209,0.018,18.901,0.299,g
2459267.54636,2021-02-22.0478888,bo,1.67,16.063,13.213,0.017,18.830,0.286,g
2459267.79971,2021-02-22.3012187,bG,1.45,15.978,13.231,0.018,18.533,0.310,g
2459267.80099,2021-02-22.3025049,bG,1.46,15.971,13.166,0.017,19.661,0.311,g
2459267.80229,2021-02-22.3037976,bG,1.47,15.982,13.171,0.017,19.564,0.304,g
2459268.80125,2021-02-23.3026643,bk,1.46,16.034,13.209,0.016,18.905,0.286,g
2459268.80247,2021-02-23.3038923,bk,1.45,16.014,13.171,0.016,19.571,0.294,g
2459268.80371,2021-02-23.3051210,bk,1.49,16.009,13.202,0.017,19.035,0.296,g
2459269.79383,2021-02-24.2951668,bk,1.54,15.872,13.156,0.019,19.854,0.336,g
2459269.79506,2021-02-24.2963902,bk,1.54,15.867,13.198,0.020,19.092,0.336,g
2459269.79629,2021-02-24.2976241,bk,1.55,15.942,13.175,0.018,19.499,0.317,g
2459269.82432,2021-02-24.3256429,bG,1.50,16.005,13.152,0.017,19.917,0.301,g
2459269.82560,2021-02-24.3269269,bG,1.57,16.066,13.138,0.016,20.166,0.283,g
2459269.82689,2021-02-24.3282114,bG,1.49,16.009,13.175,0.017,19.498,0.298,g
2459270.81375,2021-02-25.3149824,bG,1.47,14.756,13.133,0.052,20.272,0.965,g
2459270.81505,2021-02-25.3162807,bG,1.49,15.445,13.355,0.035,16.527,0.530,g
2459270.81634,2021-02-25.3175679,bG,1.52,15.538,13.209,0.027,18.898,0.467,g
2459272.53449,2021-02-27.0355584,bo,1.46,15.457,13.240,0.028,18.362,0.483,g
2459272.53572,2021-02-27.0367943,bo,1.52,15.448,13.258,0.030,18.072,0.489,g
2459272.53696,2021-02-27.0380290,bo,1.52,15.436,13.216,0.028,18.778,0.495,g
2459273.78702,2021-02-28.2879732,bk,1.46,15.641,13.205,0.023,18.967,0.411,g
2459273.78825,2021-02-28.2892111,bk,1.47,15.623,13.253,0.025,18.152,0.416,g
2459273.78949,2021-02-28.2904414,bk,1.47,15.598,13.248,0.025,18.223,0.421,g
2459274.77364,2021-03-01.2744986,bG,1.53,15.588,13.256,0.026,18.085,0.430,g
2459274.77492,2021-03-01.2757815,bG,1.50,15.488,13.211,0.027,18.872,0.472,g
2459274.77621,2021-03-01.2770807,bG,1.51,15.566,13.235,0.026,18.467,0.439,g
2459274.88429,2021-03-01.3851446,bG,1.44,15.675,13.219,0.023,18.719,0.399,g
2459274.88562,2021-03-01.3864731,bG,1.52,15.877,13.190,0.019,19.217,0.336,g
2459274.88692,2021-03-01.3877726,bG,1.53,15.777,13.223,0.022,18.660,0.365,g
2459276.79262,2021-03-03.2932928,bG,1.53,15.692,13.185,0.023,19.312,0.393,g
2459276.79391,2021-03-03.2945803,bG,1.52,15.705,13.120,0.021,20.521,0.390,g
2459276.79522,2021-03-03.2958896,bG,1.51,15.598,13.185,0.025,19.325,0.428,g
2459277.77578,2021-03-04.2763568,bG,1.43,15.637,13.161,0.023,19.754,0.417,g
2459277.77707,2021-03-04.2776518,bG,1.47,15.610,13.139,0.023,20.158,0.430,g
2459277.77837,2021-03-04.2789501,bG,1.44,15.763,13.091,0.020,21.074,0.373,g
2459277.83877,2021-03-04.3393403,bk,1.48,15.930,13.154,0.018,19.872,0.321,g
2459277.83998,2021-03-04.3405656,bk,1.49,15.782,13.176,0.021,19.482,0.363,g
2459277.84121,2021-03-04.3417954,bk,1.48,15.817,13.122,0.018,20.478,0.350,g
2459281.55031,2021-03-08.0505439,bo,1.55,99.990,99.990,99.990,99.990,99.990,g
2459281.55154,2021-03-08.0517717,bo,1.43,99.990,99.990,99.990,99.990,99.990,g
2459281.55277,2021-03-08.0529982,bo,1.51,99.990,99.990,99.990,99.990,99.990,g
2459281.57355,2021-03-08.0737754,bo,1.67,99.990,99.990,99.990,99.990,99.990,g
2459281.57479,2021-03-08.0750056,bo,1.52,99.990,99.990,99.990,99.990,99.990,g
2459281.74880,2021-03-08.249,bG,1.49,15.931,13.154,0.018,19.891,0.326,g
2459281.75009,2021-03-08.2502953,bG,1.40,15.937,13.226,0.019,18.605,0.319,g
2459281.75139,2021-03-08.2515938,bG,1.46,15.942,13.160,0.018,19.769,0.316,g
2459281.90369,2021-03-08.4038835,bk,2.41,15.728,13.174,0.021,19.517,0.374,g
2459281.90492,2021-03-08.4051041,bk,2.34,15.781,13.174,0.020,19.521,0.361,g
2459281.90615,2021-03-08.4063309,bk,2.33,15.715,13.241,0.023,18.350,0.387,g
2459282.78488,2021-03-09.2849832,bk,1.53,16.079,13.235,0.016,18.458,0.272,g
2459282.78611,2021-03-09.2862194,bk,1.57,16.137,13.238,0.016,18.402,0.266,g
2459282.78733,2021-03-09.2874468,bk,1.59,16.064,13.230,0.016,18.544,0.276,g
2459284.75507,2021-03-11.2549892,bG,2.08,14.524,13.260,0.069,18.022,1.135,g
2459284.75635,2021-03-11.2562822,bG,2.17,14.839,13.464,0.065,14.949,0.880,g
2459284.75766,2021-03-11.2575827,bG,2.14,15.603,13.325,0.028,16.977,0.437,g
2459284.83466,2021-03-11.3345760,bG,2.05,15.816,13.316,0.022,17.125,0.349,g
2459284.83597,2021-03-11.3358862,bG,2.04,15.808,13.331,0.023,16.898,0.354,g
2459284.83728,2021-03-11.3371953,bG,2.06,15.768,13.301,0.024,17.351,0.380,g
2459286.59643,2021-03-13.0961667,bo,2.44,15.140,13.346,0.045,16.658,0.680,g
2459286.62984,2021-03-13.1295766,bo,2.46,14.933,13.296,0.049,17.438,0.794,g
2459286.80576,2021-03-13.3054782,bG,1.69,16.019,13.291,0.019,17.521,0.295,g
2459286.80705,2021-03-13.3067805,bG,1.62,16.024,13.292,0.019,17.513,0.293,g
2459286.80834,2021-03-13.3080678,bG,1.98,16.005,13.300,0.018,17.368,0.296,g
2459288.73330,2021-03-15.2328428,bG,1.66,15.963,13.205,0.018,18.973,0.310,g
2459288.73458,2021-03-15.2341271,bG,1.62,15.919,13.240,0.019,18.366,0.322,g
2459288.73590,2021-03-15.2354424,bG,1.65,15.922,13.211,0.019,18.875,0.321,g
2459288.75445,2021-03-15.2539812,bk,1.47,16.027,13.251,0.017,18.175,0.289,g
2459288.75566,2021-03-15.2551995,bk,1.45,16.015,13.249,0.017,18.221,0.292,g
2459288.75690,2021-03-15.2564369,bk,1.45,16.029,13.241,0.017,18.349,0.289,g
2459289.81294,2021-03-16.3123738,bk,2.16,16.003,13.209,0.018,18.902,0.301,g
2459289.81416,2021-03-16.3136018,bk,2.14,15.976,13.187,0.018,19.287,0.310,g
2459289.81540,2021-03-16.3148329,bk,2.16,15.975,13.198,0.018,19.089,0.312,g
2459291.72589,2021-03-18.2251464,bG,1.47,15.887,13.130,0.018,20.326,0.338,g
2459291.72717,2021-03-18.2264325,bG,1.46,15.876,13.158,0.018,19.810,0.333,g
2459291.72848,2021-03-18.2277334,bG,1.42,15.888,13.153,0.019,19.896,0.335,g
2459292.84838,2021-03-19.3475395,bk,1.59,15.879,13.150,0.018,19.955,0.328,g
2459292.84962,2021-03-19.3487765,bk,1.53,15.848,13.176,0.019,19.476,0.335,g
2459292.85084,2021-03-19.3499961,bk,1.59,15.929,13.194,0.018,19.167,0.311,g
2459293.73331,2021-03-20.2323831,bk,1.44,15.995,13.218,0.017,18.734,0.295,g
2459293.73454,2021-03-20.2336200,bk,1.49,16.032,13.196,0.016,19.133,0.286,g
2459293.73577,2021-03-20.2348475,bk,1.48,16.010,13.237,0.018,18.427,0.296,g
2459294.73018,2021-03-21.2291606,bk,1.52,16.058,13.242,0.017,18.336,0.283,g
2459294.73144,2021-03-21.2304149,bk,1.58,15.971,13.241,0.018,18.340,0.304,g
2459294.73267,2021-03-21.2316422,bk,1.53,15.962,13.222,0.017,18.675,0.305,g
2459294.76220,2021-03-21.2611807,bG,1.50,15.985,13.216,0.018,18.782,0.306,g
2459294.76350,2021-03-21.2624684,bG,1.48,16.006,13.236,0.018,18.434,0.303,g
2459294.76479,2021-03-21.2637605,bG,1.48,16.007,13.244,0.018,18.295,0.302,g
2459294.84767,2021-03-21.3466364,bk,1.53,16.085,13.233,0.016,18.490,0.271,g
2459294.84890,2021-03-21.3478655,bk,1.50,16.112,13.255,0.016,18.129,0.265,g
2459294.85012,2021-03-21.3490851,bk,1.63,16.057,13.229,0.016,18.552,0.277,g
2459294.91345,2021-03-21.4124048,bG,1.53,15.877,13.225,0.020,18.620,0.333,g
2459294.91475,2021-03-21.4137083,bG,1.45,15.877,13.197,0.018,19.115,0.329,g
2459294.91605,2021-03-21.4150112,bG,1.53,15.729,13.219,0.022,18.736,0.376,g
2459295.49591,2021-03-21.9948115,bo,1.46,99.990,99.990,99.990,99.990,99.990,g
2459295.49714,2021-03-21.9960366,bo,1.46,99.990,99.990,99.990,99.990,99.990,g
2459295.49837,2021-03-21.9972689,bo,1.46,99.990,99.990,99.990,99.990,99.990,g
2459295.72700,2021-03-22.2258841,bG,1.54,15.995,13.251,0.018,18.180,0.303,g
2459295.72831,2021-03-22.2271888,bG,1.58,16.003,13.266,0.019,17.944,0.301,g
2459295.72960,2021-03-22.2284877,bG,1.47,15.960,13.251,0.019,18.180,0.312,g
2459295.82224,2021-03-22.3211171,bk,1.42,16.108,13.224,0.015,18.633,0.268,g
2459295.82346,2021-03-22.3223425,bk,1.42,16.163,13.262,0.015,18.010,0.252,g
2459295.82468,2021-03-22.3235563,bk,1.46,16.134,13.245,0.015,18.282,0.259,g
2459295.82969,2021-03-22.3285694,bk,1.41,16.152,13.238,0.016,18.387,0.263,g
2459295.83090,2021-03-22.3297869,bk,1.46,16.111,13.261,0.016,18.003,0.265,g
2459295.83212,2021-03-22.3310019,bk,1.42,16.142,13.240,0.015,18.373,0.256,g
2459296.75867,2021-03-23.2574605,bk,1.43,16.110,13.247,0.016,18.244,0.266,g
2459296.75990,2021-03-23.2586978,bk,1.43,16.124,13.260,0.017,18.025,0.268,g
2459296.76113,2021-03-23.2599280,bk,1.46,16.108,13.252,0.017,18.174,0.271,g
2459296.80401,2021-03-23.3027893,bk,1.46,16.150,13.272,0.016,17.834,0.262,g
2459296.80525,2021-03-23.3040347,bk,1.49,16.128,13.265,0.016,17.945,0.261,g
2459296.80648,2021-03-23.3052603,bk,1.43,16.095,13.239,0.016,18.376,0.268,g
2459297.77727,2021-03-24.2759596,bk,1.46,16.053,13.212,0.016,18.852,0.281,g
2459297.77849,2021-03-24.2771858,bk,1.46,16.022,13.225,0.017,18.629,0.290,g
2459297.77973,2021-03-24.2784231,bk,1.41,16.054,13.249,0.017,18.210,0.286,g
2459298.73119,2021-03-25.2297892,bG,1.42,15.786,13.203,0.021,18.998,0.366,g
2459298.73249,2021-03-25.2310891,bG,1.42,15.827,13.185,0.020,19.311,0.349,g
2459298.73379,2021-03-25.2323894,bG,1.43,15.750,13.227,0.022,18.596,0.376,g
