HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458355.61324,2018-08-25.1115172,bk,1.54,15.933,13.260,0.019,18.033,0.312,g
2458356.57681,2018-08-26.0751740,bk,1.92,15.915,13.256,0.019,18.098,0.318,g
2458356.57802,2018-08-26.0763807,bk,1.47,15.885,13.257,0.019,18.075,0.323,g
2458356.57924,2018-08-26.0776016,bk,1.51,15.834,13.267,0.021,17.921,0.340,g
2458358.64816,2018-08-28.1467173,bk,1.47,15.943,13.273,0.019,17.820,0.309,g
2458358.64939,2018-08-28.1479387,bk,1.48,15.939,13.273,0.019,17.816,0.310,g
2458358.65060,2018-08-28.1491546,bk,1.41,15.918,13.244,0.019,18.305,0.315,g
2458359.65986,2018-08-29.1585040,bg,1.47,15.176,12.710,0.025,31.627,0.699,V
2458359.66113,2018-08-29.1597716,bg,1.55,15.184,12.671,0.023,32.793,0.688,V
2458359.66239,2018-08-29.1610346,bg,1.54,15.211,12.683,0.023,32.405,0.679,V
2458360.65247,2018-08-30.1512037,bg,1.43,14.624,12.650,0.036,33.416,1.127,V
2458360.65374,2018-08-30.1524699,bg,1.40,15.012,12.687,0.027,32.294,0.794,V
2458360.65500,2018-08-30.1537320,bg,1.45,15.335,12.750,0.022,30.476,0.615,V
2458361.65401,2018-08-31.1528333,bg,1.58,15.148,12.607,0.022,34.757,0.694,V
2458361.65525,2018-08-31.1540722,bg,1.60,15.086,12.582,0.023,35.567,0.735,V
2458361.65651,2018-08-31.1553348,bg,1.52,15.122,12.651,0.023,33.386,0.706,V
2458362.65067,2018-09-01.1495872,bg,2.06,15.332,12.681,0.021,32.475,0.626,V
2458362.65196,2018-09-01.1508796,bg,2.04,15.271,12.699,0.022,31.954,0.664,V
2458362.65323,2018-09-01.1521445,bg,2.07,15.277,12.656,0.022,33.225,0.650,V
2458363.64118,2018-09-02.1401854,bg,1.59,15.331,12.686,0.021,32.339,0.619,V
2458363.64245,2018-09-02.1414575,bg,1.62,15.366,12.697,0.021,31.999,0.605,V
2458363.64372,2018-09-02.1427291,bg,1.56,15.346,12.694,0.021,32.098,0.622,V
2458364.62804,2018-09-03.1271372,bk,2.23,16.240,13.242,0.015,18.327,0.241,g
2458364.62925,2018-09-03.1283521,bk,2.20,16.272,13.212,0.014,18.843,0.236,g
2458364.63048,2018-09-03.1295773,bk,2.19,16.268,13.244,0.014,18.292,0.237,g
2458365.63744,2018-09-04.1366317,bg,1.47,15.329,12.649,0.020,33.460,0.613,V
2458365.63871,2018-09-04.1379020,bg,1.45,15.361,12.595,0.019,35.142,0.601,V
2458365.63999,2018-09-04.1391828,bg,1.46,15.337,12.638,0.019,33.775,0.606,V
2458366.63460,2018-09-05.1338843,bg,1.52,15.296,12.594,0.019,35.177,0.626,V
2458366.63586,2018-09-05.1351475,bg,1.44,15.324,12.590,0.019,35.327,0.607,V
2458366.63714,2018-09-05.1364318,bg,1.48,15.348,12.594,0.018,35.191,0.603,V
2458367.61142,2018-09-06.1107962,bg,1.73,15.315,12.575,0.019,35.791,0.625,V
2458367.61269,2018-09-06.1120648,bg,1.63,15.280,12.559,0.020,36.326,0.646,V
2458367.61395,2018-09-06.1133296,bg,1.68,15.330,12.550,0.018,36.651,0.617,V
2458369.62762,2018-09-08.1271784,bg,2.19,15.185,12.565,0.021,36.154,0.688,V
2458369.62889,2018-09-08.1284483,bg,2.16,15.197,12.541,0.021,36.949,0.695,V
2458370.60018,2018-09-09.0998440,bg,1.97,15.230,12.467,0.018,39.520,0.652,V
2458370.60145,2018-09-09.1011083,bg,1.63,15.187,12.489,0.019,38.759,0.673,V
2458370.60272,2018-09-09.1023733,bg,1.62,15.197,12.493,0.019,38.602,0.664,V
2458371.60478,2018-09-10.1045291,bg,1.50,15.226,12.476,0.018,39.245,0.646,V
2458371.60605,2018-09-10.1057960,bg,1.49,15.219,12.445,0.018,40.381,0.654,V
2458371.60732,2018-09-10.1070685,bg,1.54,15.238,12.476,0.018,39.229,0.650,V
2458372.60106,2018-09-11.1009070,bg,1.63,15.162,12.461,0.019,39.782,0.685,V
2458372.60233,2018-09-11.1021708,bg,1.62,15.173,12.460,0.019,39.832,0.682,V
2458372.60360,2018-09-11.1034415,bg,1.66,15.206,12.503,0.019,38.267,0.667,V
2458373.60111,2018-09-12.1010446,bg,1.57,15.264,12.504,0.018,38.208,0.637,V
2458373.60237,2018-09-12.1023072,bg,1.68,15.252,12.499,0.018,38.394,0.641,V
2458373.60364,2018-09-12.1035736,bg,1.61,15.239,12.510,0.019,38.023,0.646,V
2458375.52463,2018-09-14.0247484,bg,1.43,15.238,12.521,0.019,37.650,0.638,V
2458375.52591,2018-09-14.0260274,bg,1.51,15.243,12.491,0.018,38.700,0.633,V
2458375.52717,2018-09-14.0272879,bg,1.53,15.287,12.505,0.018,38.180,0.623,V
2458376.50428,2018-09-15.0044877,bk,1.50,16.248,13.182,0.013,19.367,0.237,g
2458376.50548,2018-09-15.0056976,bk,1.49,16.307,13.208,0.013,18.928,0.225,g
2458376.50671,2018-09-15.0069208,bk,1.49,16.292,13.180,0.012,19.395,0.224,g
2458379.51011,2018-09-18.0106054,bg,1.43,15.039,12.683,0.027,32.421,0.809,V
2458379.51139,2018-09-18.0118789,bg,1.47,15.425,12.718,0.021,31.385,0.615,V
2458379.51265,2018-09-18.0131420,bg,1.53,99.990,99.990,99.990,99.990,99.990,V
2458380.53037,2018-09-19.0309533,bk,1.60,14.050,13.166,0.097,19.666,1.745,g
2458380.53159,2018-09-19.0321752,bk,1.59,13.931,13.189,0.111,19.254,1.952,g
2458380.53281,2018-09-19.0333982,bk,1.53,14.581,13.303,0.068,17.322,1.075,g
2458382.58459,2018-09-21.0853695,bg,1.31,99.990,99.990,99.990,99.990,99.990,V
2458382.58587,2018-09-21.0866479,bg,1.44,15.243,12.747,0.025,30.555,0.687,V
2458382.58713,2018-09-21.0879148,bg,1.44,15.143,12.699,0.025,31.934,0.746,V
2458383.57726,2018-09-22.0781289,bk,1.44,15.922,13.256,0.019,18.087,0.313,g
2458383.57847,2018-09-22.0793380,bk,1.50,16.084,13.259,0.016,18.053,0.270,g
2458383.57970,2018-09-22.0805658,bk,1.49,16.026,13.275,0.017,17.778,0.289,g
2458384.56194,2018-09-23.0629046,bg,1.40,15.074,12.618,0.023,34.434,0.729,V
2458384.56321,2018-09-23.0641731,bg,1.43,15.131,12.625,0.022,34.182,0.693,V
2458384.56449,2018-09-23.0654453,bg,1.43,15.139,12.678,0.024,32.579,0.698,V
2458385.51066,2018-09-24.0117071,bk,1.50,15.970,13.267,0.018,17.917,0.303,g
2458385.51188,2018-09-24.0129255,bk,1.45,15.918,13.256,0.019,18.105,0.319,g
2458385.51309,2018-09-24.0141421,bk,1.48,16.032,13.243,0.017,18.321,0.285,g
2458392.55284,2018-10-01.0545284,bG,1.43,14.979,13.157,0.041,19.827,0.744,g
2458392.55410,2018-10-01.0557864,bG,1.44,14.818,13.563,0.075,13.640,0.932,g
2458392.55538,2018-10-01.0570650,bG,1.42,14.735,13.894,0.104,10.059,0.952,g
2458393.54947,2018-10-02.0512482,bG,1.45,16.188,13.096,0.014,20.960,0.257,g
2458393.55074,2018-10-02.0525173,bG,1.43,16.176,13.124,0.014,20.431,0.262,g
2458393.55201,2018-10-02.0537943,bG,1.43,16.197,13.089,0.012,21.110,0.249,g
2458394.54607,2018-10-03.0479349,bG,1.47,16.198,13.153,0.014,19.904,0.255,g
2458394.54733,2018-10-03.0492047,bG,1.45,16.141,13.086,0.013,21.156,0.258,g
2458394.54861,2018-10-03.0504724,bG,1.43,16.181,13.069,0.012,21.498,0.251,g
2458395.54231,2018-10-04.0442574,bG,1.53,15.547,13.102,0.024,20.861,0.449,g
2458395.54359,2018-10-04.0455379,bG,1.52,15.705,13.126,0.020,20.400,0.387,g
2458395.54486,2018-10-04.0468100,bG,1.50,15.654,13.145,0.022,20.059,0.404,g
2458396.53923,2018-10-05.0412721,bG,1.55,15.815,13.241,0.022,18.341,0.376,g
2458396.54051,2018-10-05.0425496,bG,1.54,14.742,13.246,0.058,18.261,0.974,g
2458396.54178,2018-10-05.0438268,bG,1.51,14.308,12.940,0.065,24.223,1.436,g
2458397.54024,2018-10-06.0423664,bG,1.47,16.173,13.139,0.014,20.155,0.260,g
2458397.54152,2018-10-06.0436429,bG,1.45,16.196,13.147,0.013,20.002,0.247,g
2458397.54281,2018-10-06.0449409,bG,1.47,16.162,13.172,0.014,19.550,0.258,g
2458398.53632,2018-10-07.0385311,bG,1.41,16.202,13.209,0.014,18.897,0.247,g
2458398.53759,2018-10-07.0398075,bG,1.43,16.219,13.162,0.014,19.737,0.248,g
2458398.53887,2018-10-07.0410853,bG,1.45,16.291,13.215,0.014,18.783,0.234,g
2458399.52446,2018-10-08.0267547,bG,1.46,15.280,13.176,0.032,19.483,0.566,g
2458399.52573,2018-10-08.0280269,bG,1.46,15.185,13.158,0.034,19.822,0.621,g
2458399.52701,2018-10-08.0293033,bG,1.45,14.649,13.076,0.051,21.372,1.007,g
2458401.50895,2018-10-10.0114151,bG,1.72,15.546,13.194,0.026,19.162,0.462,g
2458401.51023,2018-10-10.0126906,bG,1.66,15.511,13.196,0.026,19.138,0.461,g
2458401.51149,2018-10-10.0139547,bG,1.72,15.545,13.231,0.027,18.514,0.455,g
2458404.51164,2018-10-13.0143542,bG,1.42,16.192,13.248,0.014,18.233,0.246,g
2458404.51291,2018-10-13.0156283,bG,1.50,16.201,13.255,0.014,18.117,0.244,g
2458404.51420,2018-10-13.0169146,bG,1.45,16.169,13.258,0.015,18.060,0.253,g
2458407.50499,2018-10-16.0079430,bG,1.49,16.086,13.251,0.016,18.186,0.271,g
2458407.50626,2018-10-16.0092137,bG,1.52,16.187,13.230,0.014,18.541,0.250,g
2458408.50144,2018-10-17.0044677,bG,1.41,16.146,13.241,0.016,18.341,0.263,g
2458408.50271,2018-10-17.0057398,bG,1.39,16.084,13.284,0.017,17.634,0.275,g
2458408.50399,2018-10-17.0070177,bG,1.39,16.105,13.255,0.016,18.124,0.265,g
2458409.49384,2018-10-17.9969498,bk,1.46,15.942,13.226,0.018,18.596,0.308,g
2458409.49508,2018-10-17.9981836,bk,1.46,16.081,13.248,0.016,18.230,0.274,g
2458409.49629,2018-10-17.9994,bk,1.49,16.052,13.248,0.017,18.219,0.280,g
2458410.49870,2018-10-19.0018800,bG,1.41,15.954,13.238,0.018,18.402,0.308,g
2458410.49998,2018-10-19.0031570,bG,1.43,15.989,13.209,0.017,18.905,0.300,g
2458410.50125,2018-10-19.0044325,bG,1.46,16.042,13.206,0.016,18.961,0.284,g
2458411.49532,2018-10-19.9985793,bG,1.48,15.998,13.174,0.016,19.517,0.294,g
2458411.49659,2018-10-19.9998515,bG,1.44,15.934,13.158,0.017,19.803,0.315,g
2458411.49787,2018-10-20.0011273,bG,1.38,15.964,13.217,0.017,18.756,0.301,g
2458508.87702,2019-01-25.3808440,bG,1.45,15.428,13.193,0.028,19.193,0.495,g
2458509.87559,2019-01-26.3793482,bk,1.51,15.490,13.086,0.024,21.159,0.471,g
2458509.87681,2019-01-26.3805613,bk,1.45,15.476,13.129,0.025,20.346,0.477,g
2458509.87803,2019-01-26.3817828,bk,1.93,15.298,13.196,0.032,19.130,0.560,g
2458510.87215,2019-01-27.3758258,bG,1.46,15.781,13.163,0.021,19.725,0.363,g
2458510.87342,2019-01-27.3771020,bG,1.41,15.603,13.152,0.024,19.925,0.430,g
2458510.87470,2019-01-27.3783819,bG,1.42,15.658,13.207,0.023,18.939,0.405,g
2458511.87210,2019-01-28.3757086,bG,1.40,15.772,13.159,0.020,19.779,0.363,g
2458511.87340,2019-01-28.3770011,bG,1.42,15.954,13.173,0.018,19.532,0.312,g
2458511.87466,2019-01-28.3782646,bG,1.47,15.746,13.209,0.022,18.900,0.374,g
2458512.86697,2019-01-29.3705099,bk,1.41,15.907,13.176,0.019,19.478,0.325,g
2458512.86819,2019-01-29.3717290,bk,1.42,15.893,13.162,0.018,19.725,0.326,g
2458512.86941,2019-01-29.3729468,bk,1.51,16.020,13.228,0.017,18.574,0.289,g
2458515.86576,2019-02-01.3690809,bk,1.41,16.094,13.232,0.016,18.502,0.272,g
2458515.86697,2019-02-01.3702976,bk,1.43,16.086,13.194,0.015,19.160,0.276,g
2458515.86819,2019-02-01.3715130,bk,1.43,15.994,13.220,0.017,18.708,0.297,g
2458516.85428,2019-02-02.3575219,bG,1.47,16.050,13.227,0.017,18.598,0.285,g
2458516.85555,2019-02-02.3587930,bG,1.48,16.019,13.239,0.018,18.383,0.294,g
2458516.85682,2019-02-02.3600656,bG,1.50,16.085,13.280,0.017,17.707,0.276,g
2458528.84550,2019-02-14.3477593,bk,1.47,16.194,13.170,0.014,19.603,0.253,g
2458529.89013,2019-02-15.3922990,bG,1.48,15.962,13.197,0.018,19.122,0.309,g
2458529.89140,2019-02-15.3935692,bG,1.48,15.983,13.152,0.017,19.913,0.303,g
2458529.89268,2019-02-15.3948480,bG,1.44,15.812,13.116,0.018,20.588,0.353,g
2458530.84513,2019-02-16.3472225,bG,1.43,16.096,13.122,0.015,20.475,0.277,g
2458530.84640,2019-02-16.3484903,bG,1.47,16.139,13.152,0.014,19.910,0.263,g
2458530.84768,2019-02-16.3497641,bG,1.40,16.086,13.138,0.015,20.172,0.279,g
2458532.84003,2019-02-18.3419368,bG,1.42,15.802,13.177,0.019,19.463,0.355,g
2458532.84129,2019-02-18.3432026,bG,1.47,15.841,13.118,0.019,20.533,0.346,g
2458532.84256,2019-02-18.3444659,bG,1.53,15.738,13.128,0.020,20.377,0.375,g
2458533.87675,2019-02-19.3785693,bk,1.53,15.943,13.216,0.018,18.772,0.311,g
2458533.87796,2019-02-19.3797865,bk,1.53,15.769,13.178,0.020,19.454,0.361,g
2458533.87919,2019-02-19.3810055,bk,1.58,15.806,13.215,0.020,18.794,0.349,g
2458536.89544,2019-02-22.3969799,bk,2.16,15.896,13.186,0.018,19.305,0.327,g
2458536.89665,2019-02-22.3981930,bk,2.14,15.613,13.070,0.021,21.484,0.419,g
2458536.89787,2019-02-22.3994108,bk,2.18,15.697,13.095,0.020,20.980,0.389,g
2458537.89134,2019-02-23.3927943,bG,1.43,16.001,13.181,0.017,19.387,0.301,g
2458537.89261,2019-02-23.3940637,bG,1.49,15.884,13.233,0.020,18.486,0.332,g
2458537.89387,2019-02-23.3953265,bG,1.43,15.859,13.185,0.019,19.314,0.338,g
2458539.83466,2019-02-25.3359428,bk,1.45,16.097,13.260,0.016,18.028,0.268,g
2458539.83589,2019-02-25.3371643,bk,1.44,16.102,13.255,0.017,18.109,0.273,g
2458539.83709,2019-02-25.3383789,bk,1.40,16.064,13.245,0.016,18.275,0.277,g
2458543.90160,2019-03-01.4024986,bk,1.46,15.991,13.311,0.019,17.212,0.296,g
2458543.90283,2019-03-01.4037222,bk,1.43,15.831,13.237,0.021,18.411,0.346,g
2458543.90404,2019-03-01.4049402,bk,1.47,15.800,13.331,0.023,16.891,0.354,g
2458544.90193,2019-03-02.4027335,bG,1.46,16.020,13.283,0.018,17.650,0.290,g
2458544.90318,2019-03-02.4039793,bG,1.42,15.891,13.241,0.019,18.349,0.327,g
2458544.90446,2019-03-02.4052583,bG,1.51,15.909,13.226,0.018,18.599,0.320,g
2458546.88481,2019-03-04.3854322,bG,1.42,16.157,13.182,0.015,19.376,0.260,g
2458546.88608,2019-03-04.3867,bG,1.43,16.168,13.216,0.014,18.771,0.254,g
2458546.88734,2019-03-04.3879604,bG,1.41,16.146,13.215,0.016,18.797,0.263,g
2458548.86220,2019-03-06.3626277,bk,1.43,16.220,13.191,0.013,19.204,0.243,g
2458548.86340,2019-03-06.3638413,bk,1.43,16.249,13.172,0.014,19.560,0.240,g
2458548.86462,2019-03-06.3650590,bk,1.45,16.240,13.187,0.013,19.287,0.240,g
2458549.80558,2019-03-07.3059212,bG,1.49,16.163,13.195,0.015,19.159,0.260,g
2458549.80685,2019-03-07.3071912,bG,1.46,16.159,13.182,0.015,19.364,0.261,g
2458549.80812,2019-03-07.3084648,bG,1.42,16.191,13.205,0.014,18.974,0.250,g
2458550.87788,2019-03-08.3781252,bk,1.50,16.275,13.184,0.014,19.334,0.239,g
2458550.87910,2019-03-08.3793438,bk,1.49,16.221,13.179,0.013,19.434,0.243,g
2458550.88032,2019-03-08.3805616,bk,1.43,16.230,13.154,0.013,19.882,0.241,g
2458551.82249,2019-03-09.3226365,bG,1.47,16.182,13.148,0.014,19.990,0.254,g
2458551.82375,2019-03-09.3238954,bG,1.52,16.130,13.156,0.015,19.846,0.270,g
2458551.82502,2019-03-09.3251712,bG,1.41,16.165,13.164,0.015,19.701,0.261,g
2458552.82947,2019-03-10.3295182,bG,1.47,16.132,13.161,0.015,19.763,0.269,g
2458552.83073,2019-03-10.3307846,bG,1.47,16.146,13.154,0.014,19.879,0.261,g
2458552.83200,2019-03-10.3320487,bG,1.43,16.128,13.112,0.015,20.664,0.268,g
2458553.79006,2019-03-11.2900231,bk,1.44,16.156,13.154,0.015,19.871,0.262,g
2458553.79129,2019-03-11.2912481,bk,1.41,16.161,13.195,0.015,19.141,0.259,g
2458553.79250,2019-03-11.2924644,bk,1.42,16.147,13.156,0.015,19.835,0.263,g
2458554.77480,2019-03-12.2746736,bG,1.49,16.075,13.191,0.016,19.212,0.282,g
2458554.77608,2019-03-12.2759531,bG,1.45,16.115,13.139,0.015,20.144,0.270,g
2458554.77735,2019-03-12.2772134,bG,1.45,16.146,13.161,0.015,19.755,0.263,g
2458555.78098,2019-03-13.2807585,bk,1.48,16.196,13.126,0.014,20.402,0.257,g
2458555.78221,2019-03-13.2819790,bk,1.44,16.165,13.145,0.015,20.046,0.262,g
2458555.78342,2019-03-13.2831972,bk,1.44,16.181,13.109,0.013,20.733,0.251,g
2458556.79909,2019-03-14.2987740,bk,1.58,16.169,13.119,0.014,20.539,0.263,g
2458556.80032,2019-03-14.2999953,bk,1.50,16.195,13.090,0.012,21.087,0.246,g
2458556.80154,2019-03-14.3012155,bk,1.52,16.158,13.126,0.014,20.403,0.262,g
2458557.80629,2019-03-15.3058781,bG,1.46,16.145,13.124,0.014,20.443,0.265,g
2458557.80757,2019-03-15.3071548,bG,1.47,16.144,13.094,0.014,21.011,0.264,g
2458557.80883,2019-03-15.3084162,bG,1.46,16.061,13.117,0.015,20.576,0.287,g
2458560.80134,2019-03-18.3006344,bG,1.45,16.041,13.179,0.017,19.417,0.290,g
2458560.80260,2019-03-18.3019010,bG,1.48,16.104,13.182,0.015,19.369,0.267,g
2458561.79282,2019-03-19.2920226,bG,1.45,16.000,13.239,0.017,18.386,0.297,g
2458561.79411,2019-03-19.2933165,bG,1.47,15.978,13.196,0.017,19.132,0.303,g
2458561.79538,2019-03-19.2945873,bG,1.44,15.859,13.211,0.020,18.852,0.338,g
2458562.76079,2019-03-20.2599033,bG,1.50,15.731,13.255,0.022,18.119,0.378,g
2458562.76207,2019-03-20.2611817,bG,1.40,15.746,13.260,0.022,18.028,0.371,g
2458562.76333,2019-03-20.2624481,bG,1.46,15.751,13.249,0.022,18.227,0.372,g
2458562.91287,2019-03-20.4119635,bk,1.47,15.924,13.248,0.019,18.228,0.314,g
2458563.85111,2019-03-21.3501266,bG,1.51,15.947,13.275,0.020,17.777,0.314,g
2458563.85239,2019-03-21.3513981,bG,1.48,15.931,13.341,0.021,16.736,0.316,g
2458563.85367,2019-03-21.3526759,bG,1.51,15.780,13.333,0.023,16.850,0.359,g
2458564.83062,2019-03-22.3295358,bk,1.45,15.999,13.299,0.018,17.393,0.295,g
2458564.83183,2019-03-22.3307549,bk,1.48,15.946,13.312,0.020,17.190,0.312,g
2458564.83305,2019-03-22.3319708,bk,1.46,15.844,13.292,0.021,17.509,0.337,g
2458565.88743,2019-03-23.3862526,bG,1.45,15.848,13.311,0.021,17.205,0.340,g
2458565.88869,2019-03-23.3875059,bG,1.44,15.962,13.349,0.020,16.618,0.304,g
2458565.88995,2019-03-23.3887723,bG,1.47,15.992,13.287,0.018,17.593,0.296,g
2458566.88276,2019-03-24.3814947,bk,1.38,15.997,13.321,0.019,17.052,0.294,g
2458566.88399,2019-03-24.3827148,bk,1.35,15.971,13.307,0.019,17.261,0.303,g
2458566.88520,2019-03-24.3839302,bk,1.48,16.055,13.305,0.017,17.309,0.280,g
2458567.84034,2019-03-25.3389755,bk,1.47,15.952,13.255,0.019,18.111,0.311,g
2458567.84155,2019-03-25.3401968,bk,1.50,15.957,13.260,0.018,18.040,0.306,g
2458567.84277,2019-03-25.3414146,bk,1.57,16.012,13.265,0.017,17.948,0.291,g
2458569.72950,2019-03-27.2279656,bG,1.46,15.688,13.184,0.022,19.325,0.389,g
2458569.73076,2019-03-27.2292273,bG,1.43,15.716,13.213,0.023,18.824,0.386,g
2458569.73205,2019-03-27.2305150,bG,1.44,15.842,13.195,0.020,19.138,0.344,g
2458570.74993,2019-03-28.2483023,bG,1.46,16.012,13.196,0.016,19.125,0.291,g
2458570.75121,2019-03-28.2495813,bG,1.46,16.108,13.180,0.016,19.403,0.271,g
2458570.75246,2019-03-28.2508415,bG,1.47,16.108,13.177,0.016,19.464,0.273,g
2458571.71331,2019-03-29.2116030,bk,1.45,16.008,13.191,0.017,19.210,0.308,g
2458571.71453,2019-03-29.2128172,bk,1.43,16.006,13.187,0.016,19.278,0.296,g
2458571.71575,2019-03-29.2140351,bk,1.47,16.128,13.172,0.015,19.545,0.269,g
2458572.72328,2019-03-30.2214777,bG,1.58,16.148,13.176,0.015,19.483,0.266,g
2458572.72455,2019-03-30.2227459,bG,1.53,16.118,13.161,0.015,19.757,0.270,g
2458572.72582,2019-03-30.2240190,bG,1.53,15.894,13.173,0.020,19.545,0.359,g
2458573.72872,2019-03-31.2268290,bk,1.45,16.168,13.184,0.014,19.339,0.252,g
2458573.72993,2019-03-31.2280432,bk,1.49,16.155,13.149,0.014,19.970,0.258,g
2458573.73115,2019-03-31.2292598,bk,1.47,16.186,13.177,0.015,19.464,0.255,g
2458574.87680,2019-04-01.3747962,bG,1.43,16.193,13.196,0.015,19.114,0.255,g
2458574.87806,2019-04-01.3760622,bG,1.43,16.151,13.146,0.015,20.030,0.263,g
2458574.87932,2019-04-01.3773291,bG,1.40,16.153,13.158,0.014,19.811,0.258,g
2458575.81188,2019-04-02.3098055,bk,1.43,16.143,13.047,0.014,21.928,0.275,g
2458575.81309,2019-04-02.3110165,bk,1.42,16.198,13.162,0.014,19.732,0.258,g
2458575.81431,2019-04-02.3122340,bk,1.45,16.239,13.190,0.014,19.228,0.252,g
2458576.74755,2019-04-03.2453872,bG,1.49,16.137,13.115,0.014,20.610,0.266,g
2458576.84579,2019-04-03.3436281,bk,1.40,16.210,13.144,0.014,20.065,0.250,g
2458576.84701,2019-04-03.3448449,bk,1.47,16.246,13.178,0.014,19.452,0.244,g
2458576.84823,2019-04-03.3460619,bk,1.44,16.252,13.194,0.014,19.167,0.245,g
2458577.77956,2019-04-04.2773127,bk,1.51,16.163,13.162,0.015,19.725,0.262,g
2458577.78078,2019-04-04.2785283,bk,1.51,16.210,13.240,0.015,18.363,0.251,g
2458577.78199,2019-04-04.2797428,bk,1.54,16.150,13.136,0.015,20.222,0.270,g
2458578.78736,2019-04-05.2850284,bk,1.47,16.182,13.121,0.014,20.496,0.259,g
2458578.78859,2019-04-05.2862537,bk,1.44,16.166,13.110,0.014,20.701,0.267,g
2458578.78981,2019-04-05.2874761,bk,1.44,16.159,13.088,0.014,21.134,0.268,g
2458579.80531,2019-04-06.3028842,bG,1.49,16.118,13.124,0.015,20.450,0.269,g
2458579.80659,2019-04-06.3041601,bG,1.44,16.117,13.090,0.013,21.080,0.266,g
2458579.80786,2019-04-06.3054329,bG,1.44,16.156,13.104,0.014,20.821,0.260,g
2458580.77030,2019-04-07.2677962,bk,1.40,16.201,13.111,0.013,20.687,0.249,g
2458580.77152,2019-04-07.2690164,bk,1.46,16.193,13.100,0.014,20.901,0.255,g
2458580.77274,2019-04-07.2702333,bk,1.43,16.191,13.132,0.014,20.286,0.254,g
2458581.77798,2019-04-08.2753807,bG,1.47,16.139,13.123,0.015,20.465,0.267,g
2458581.77924,2019-04-08.2766453,bG,1.44,16.141,13.095,0.014,20.981,0.264,g
2458581.78050,2019-04-08.2779078,bG,1.42,16.118,13.131,0.014,20.306,0.268,g
2458583.69217,2019-04-10.1894163,bG,1.45,16.099,13.164,0.016,19.709,0.274,g
2458583.69345,2019-04-10.1907017,bG,1.42,16.093,13.185,0.016,19.323,0.276,g
2458583.69472,2019-04-10.1919746,bG,1.45,16.125,13.150,0.015,19.949,0.275,g
2458584.68664,2019-04-11.1838059,bG,1.54,16.176,13.219,0.015,18.731,0.258,g
2458584.68790,2019-04-11.1850657,bG,1.47,16.111,13.190,0.016,19.225,0.277,g
2458584.68918,2019-04-11.1863415,bG,1.51,16.155,13.225,0.015,18.612,0.259,g
2458585.68795,2019-04-12.1850318,bG,1.43,16.176,13.253,0.016,18.151,0.255,g
2458585.68921,2019-04-12.1862994,bG,1.37,16.104,13.259,0.017,18.037,0.271,g
2458585.69049,2019-04-12.1875712,bG,1.41,16.184,13.239,0.015,18.385,0.254,g
2458586.68090,2019-04-13.1779082,bG,1.45,16.114,13.294,0.017,17.477,0.269,g
2458586.68217,2019-04-13.1791739,bG,1.46,16.080,13.269,0.017,17.884,0.278,g
2458586.68345,2019-04-13.1804487,bG,1.41,16.140,13.270,0.017,17.869,0.264,g
2458587.68885,2019-04-14.1857807,bk,1.42,16.092,13.317,0.017,17.112,0.269,g
2458587.69007,2019-04-14.1869937,bk,1.41,16.061,13.329,0.019,16.921,0.284,g
2458587.69129,2019-04-14.1882128,bk,1.43,16.073,13.228,0.017,18.571,0.281,g
2458588.69717,2019-04-15.1940148,bk,1.45,16.002,13.285,0.019,17.621,0.298,g
2458588.69839,2019-04-15.1952376,bk,1.45,16.100,13.318,0.017,17.097,0.269,g
2458588.69960,2019-04-15.1964556,bk,1.47,16.040,13.244,0.017,18.301,0.283,g
2458591.42586,2019-04-17.9224997,bo,1.47,15.896,13.217,0.020,18.759,0.327,g
2458591.42708,2019-04-17.9237153,bo,1.49,15.865,13.260,0.021,18.017,0.336,g
2458591.42830,2019-04-17.9249322,bo,1.49,15.853,13.206,0.020,18.953,0.340,g
2458591.66707,2019-04-18.1636942,bG,1.43,15.605,13.244,0.025,18.296,0.421,g
2458591.66835,2019-04-18.1649643,bG,1.47,15.802,13.232,0.021,18.497,0.355,g
2458591.66964,2019-04-18.1662569,bG,1.45,15.617,13.239,0.025,18.378,0.420,g
2458591.82706,2019-04-18.3236699,bk,1.44,16.008,13.242,0.018,18.334,0.298,g
2458591.82827,2019-04-18.3248872,bk,1.50,15.898,13.292,0.021,17.511,0.326,g
2458591.82949,2019-04-18.3261028,bk,1.42,16.013,13.243,0.018,18.312,0.296,g
2458592.42064,2019-04-18.9172119,bo,1.50,15.773,13.208,0.022,18.918,0.366,g
2458592.42186,2019-04-18.9184243,bo,1.48,15.740,13.244,0.023,18.306,0.377,g
2458592.42307,2019-04-18.9196461,bo,1.40,15.707,13.244,0.023,18.301,0.386,g
2458593.75053,2019-04-20.2469954,bG,1.46,15.819,13.218,0.021,18.741,0.351,g
2458593.75180,2019-04-20.2482675,bG,1.40,15.738,13.208,0.022,18.909,0.377,g
2458593.75308,2019-04-20.2495425,bG,1.45,15.784,13.197,0.020,19.094,0.360,g
2458594.71319,2019-04-21.2095859,bk,1.47,15.694,13.238,0.023,18.397,0.388,g
2458594.71440,2019-04-21.2108002,bk,1.44,15.870,13.217,0.020,18.756,0.335,g
2458594.71561,2019-04-21.2120186,bk,1.47,15.747,13.252,0.022,18.161,0.371,g
